X,Y
5.41471195,0.525845747
6.663536313,0.969885328
8.197897173,2.125174151
10.08103545,4.333583396
12.38653379,8.475333119
14.85421943,14.55795496
16.64524316,22.58028793
17.74008044,30.32976498
18.7808328,38.0583241
19.94727228,46.03322259
21.33019934,53.8316722
23.04087327,61.48138683
25.31046273,69.01232004
28.55751725,76.65664715
33.65486694,84.3456677
41.03326938,90.89772443
50.4078926,95.48351374
61.96922335,98.36780624
68.95860225,99.16943522
